Name_GeneSymbol,Value_LogDiffExp,Significane_pvalue
ANKLE1,-0.113585881,0.050079566
PITX1-AS1,-0.113591905,0.08164759
CHEK2,-0.113606619,0.077142368
CES5A,-0.113635488,0.078664108
MNX1,-0.11364631,0.042428118
SLC51B,-0.113653655,0.122205702
GRM6,-0.113677321,0.081507773
RHCG,-0.113679,0.050656474
NDUFAF7,-0.113720345,0.200243335
RRS1,-0.113741333,0.12827331
SYT15,-0.113744476,0.072315927
ALPK3,-0.113768036,0.093716554
SLC22A1,-0.113769024,0.490992884
SLX9,-0.113774179,0.028987138
LOC102723407,-0.113812214,0.696898114
ROR1,-0.113817488,0.059736412
NBPF22P,-0.113857929,0.113688379
TMEM70,-0.113891274,0.176276339
ENTPD5,-0.113915167,0.446234965
FN3K,-0.113937667,0.153742848
FSD2,-0.113949274,0.011325013
TMC3,-0.11397169,0.04715579
C1S,-0.113974988,0.040152036
KIFC1,-0.113981548,0.028201935
DNAH14,-0.113984726,0.020563042
CPE,-0.113988714,0.034207568
SCNN1G,-0.11399794,0.034977207
ELOA3DP,-0.11401469,0.100429324
COL6A3,-0.114049952,0.034100872
FAM43B,-0.114058893,0.032750047
FOXB1,-0.114060476,0.093681972
STEAP3,-0.114091107,0.047503009
SPAG4,-0.11410425,0.046761065
GYG2,-0.114134071,0.120970153
CHRM1,-0.114134774,0.053561311
ZNF252P,-0.11413669,0.42108522
USP7,-0.114164774,0.11800616
CIT,-0.114175357,0.031163183
ZNF334,-0.114187333,0.005022281
SLC52A3,-0.11421181,0.071599347
APOA4,-0.114219679,0.068935265
DNAPTP3,-0.114238571,0.053538234
CMTM8,-0.114243726,0.066290987
KRTAP10-8,-0.114245167,0.05768344
BMP7,-0.114319512,0.071740662
SENP6,-0.114330262,0.263464655
SNF8,-0.11434425,0.067885869
APOBEC3G,-0.114367631,0.417536706
ENPP7,-0.114392988,0.117692889
UCMA,-0.114409833,0.045255199
ANP32E,-0.114424048,0.299488037
GRIN2C,-0.114437619,0.064849809
ASPA,-0.114482512,0.009317917
FAM3C,-0.114484333,0.317772668
VCX3B,-0.114497595,0.09310735
MORF4L1,-0.114498571,0.04222156
CLEC4C,-0.114518107,0.617902284
OR8U3,-0.114533464,0.026783011
ESR2,-0.114539893,0.017313543
TFAP2B,-0.114554833,0.071728784
KLRC1,-0.11455581,0.584228294
PPP1R2P1,-0.11457444,0.054774404
KCNV2,-0.114605845,0.055759728
ZSCAN9,-0.11464,0.098230753
B9D1,-0.114655202,0.054592627
POTEB3,-0.114682643,0.003635125
TXN,-0.114702857,0.451058844
LINC01121,-0.114725429,0.086668124
MIR200A,-0.114770405,0.103906385
GOLGA6L6,-0.114772,0.09663288
SNX8,-0.114774774,0.034956007
PHLDB1,-0.114779917,0.057735707
LOC644083,-0.11478125,0.099000323
DYNLT2,-0.114802262,0.007069722
HNF1A,-0.11480619,0.116338958
SPMIP7,-0.11481725,0.035017379
PTPRC,-0.114824881,0.033228498
COL4A3,-0.114826667,0.039488282
SNORD3D,-0.114835095,0.464710522
MISP,-0.114837,0.081973679
KRT33A,-0.114851952,0.096190871
NPM2,-0.114932238,0.114712527
GRP,-0.114950452,0.086419776
IGSF3,-0.114958429,0.08450732
LINC00334,-0.114966964,0.085238596
ZC3H10,-0.11496925,0.009465911
FAM178B,-0.115010774,0.073696028
LOC284023,-0.115023964,0.016406415
LOC554223,-0.115044167,0.022962131
LRRC18,-0.115068071,0.10028058
SPATC1L,-0.1151005,0.037410241
PLEKHA7,-0.115130238,0.028439027
VMA21,-0.115157548,0.023906861
SFTPC,-0.115172012,0.058279524
RDH8,-0.115182857,0.104409739
CPA4,-0.11519494,0.05322865
MATK,-0.11519831,0.100094999
SPATA33,-0.115231393,0.030707926
FAM47E-STBD1,-0.115247,0.058105629
NPTX2,-0.115252893,0.053603883
PSTK,-0.115268048,0.020920787
OR6C76,-0.115287,0.213548628
POM121L4P,-0.115297321,0.211927634
SNORA57,-0.115314036,0.13937426
MCM2,-0.115335571,0.038088844
KRT35,-0.11538956,0.078987207
SHROOM4,-0.115421321,0.082557136
AHRR,-0.115453833,0.012077263
OK/SW-CL.58,-0.115463833,0.067960048
ATCAY,-0.11547919,0.083265547
STAR,-0.115541881,0.030540811
PFN4,-0.115554571,0.013383061
OR2T4,-0.115569714,0.178085929
TMED6,-0.11559669,0.063506171
OCSTAMP,-0.115602714,0.073891392
ALDOB,-0.115610536,0.019502552
SLC25A41,-0.11564131,0.107459549
CLCN3,-0.11564356,0.185264283
ANKRD1,-0.115650619,0.05811671
SLC25A18,-0.115658429,0.078333783
MIR100,-0.115661238,0.079720399
PCBP1,-0.11571619,0.022074592
RBMXL3,-0.115735821,0.070607174
TSNAXIP1,-0.115740512,0.113693888
LOC101928751,-0.115781631,0.036324543
KRTAP4-2,-0.11578519,0.102487037
MGC10814,-0.115802381,0.094966719
MUC21,-0.11581456,0.072018258
RNASE10,-0.115824798,0.038249767
ACADL,-0.115844667,0.020893033
CA4,-0.115853262,0.42623542
ENKD1,-0.11585781,0.04072801
ERVK-19,-0.115882179,0.050291844
FSIP2,-0.11591031,0.018757626
TIE1,-0.115911119,0.074008072
CLEC14A,-0.115919655,0.031363989
ANKRD30B,-0.115936238,0.010657165
KRT6C,-0.115941774,0.040741464
RPS6KL1,-0.115975833,0.056834292
GGT6,-0.11601319,0.040646912
SAMD3,-0.11602656,0.594084646
CDC42EP5,-0.116029833,0.052426041
GREM1,-0.116038333,0.030390368
RYR1,-0.116041179,0.020607909
FGFBP3,-0.11604506,0.045449978
DMRTC1B,-0.116107595,0.062822716
CLDN15,-0.116138679,0.018486473
TMT1B,-0.116161369,0.161596744
SCGB2A1,-0.116164476,0.031514432
RAD50,-0.116171476,0.466615651
FGF13,-0.116172798,0.061535333
SPO11,-0.116209405,0.041243918
HSP90B2P,-0.11624331,0.195558202
ANKRD18B,-0.116366452,0.229320492
ITGBL1,-0.11637569,0.052251109
SPATA31D1,-0.116378107,0.005189864
MMP10,-0.116405095,0.062042775
TGM4,-0.116449869,0.021934563
RAB1A,-0.116484321,0.206933221
KRT86,-0.116489667,0.03422469
NGFR,-0.116504655,0.034495086
PTMA,-0.116519333,0.070632627
NR0B2,-0.116519964,0.08579049
LINGO1,-0.116555155,0.0069955
LYPD6,-0.116557988,0.041672128
PRDM6,-0.116559798,0.074573669
MREG,-0.116608226,0.03508406
CYSRT1,-0.116636583,0.077403444
FGFR2,-0.11664506,0.136806557
DCST1,-0.11667156,0.056767426
CD200R1L,-0.116709905,0.029463148
TSPEAR,-0.116715667,0.153598799
NRBP2,-0.11672944,0.03065023
CTRC,-0.116734619,0.070989186
SYT6,-0.116777714,0.097177982
NPHS2,-0.116798988,0.074208806
UNC79,-0.116800333,0.011428485
KITLG,-0.116808869,0.033467865
FAM83G,-0.116842345,0.03089271
OR4S1,-0.116879524,0.13116499
LIFR,-0.11688006,0.029530162
CRYBA1,-0.116883,0.01370741
ASS1,-0.1168885,0.054040247
CFAP74,-0.116898952,0.08515456
DLL4,-0.116915321,0.065036757
BOD1L2,-0.116952738,0.056819755
CIMIP1,-0.117028643,0.119906131
ERICH3,-0.117061119,0.009278271
LTF,-0.117094321,0.696206104
SAMD10,-0.117101071,0.041345491
SS18L2,-0.117190869,0.071557487
OR1F1,-0.11722206,0.124382344
KRT13,-0.117236952,0.026716201
OR2Y1,-0.11725594,0.017178034
TBX2,-0.117314714,0.05509009
DHX32,-0.117416179,0.233524618
NENF,-0.117432893,0.049588076
LOC100132686,-0.117437548,0.205399391
TNFRSF13C,-0.1174925,0.025069506
KIRREL1,-0.117500321,0.022004704
SEC11A,-0.117529964,0.026967259
IGSF21,-0.117552988,0.067937574
OSR2,-0.117555155,0.074144806
PTPN3,-0.117561345,0.031730937
SH3GL2,-0.117576345,0.055188987
NRG1,-0.117582798,0.264221652
FGD1,-0.1176335,0.077842029
SLC6A18,-0.117674238,0.029647268
PDCL2,-0.117679012,0.012710658
KCNK9,-0.11770831,0.074151094
CIBAR2,-0.117742179,0.067669378
SUDS3,-0.117769964,0.026357048
BTBD1,-0.11777131,0.11160251
RBAK-RBAKDN,-0.117803536,0.045662276
MAFF,-0.117818179,0.104773665
GSG1,-0.1178275,0.055923745
FGF16,-0.117833024,0.062252765
ITGA4,-0.117839583,0.379973152
NLGN2,-0.117859964,0.082316583
TMEM100,-0.117883488,0.007385773
LPL,-0.11789525,0.281375967
TBATA,-0.117898536,0.043381918
SALL3,-0.117912024,0.059727742
SHISA2,-0.117981131,0.062247331
F10,-0.117988929,0.079788159
UBAC1,-0.117992214,0.185968989
SEZ6,-0.118007107,0.034981914
PLEKHG5,-0.118035679,0.038994487
OVCH2,-0.118066179,0.029734085
WNT1,-0.118074083,0.039038394
IL12A,-0.118077643,0.005679473
HS1BP3,-0.118084143,0.056634496
RAD51AP1,-0.118097143,0.153909016
SLC25A10,-0.118106917,0.044526289
UNC45B,-0.118138643,0.064494355
ST18,-0.118147071,0.008065866
FAM90A2P,-0.118157774,0.030469034
KCNJ1,-0.118159762,0.009267925
C5orf52,-0.118193238,0.097240168
CGNL1,-0.11819706,0.103425672
ZNF598,-0.118202857,0.018474118
PCDHB12,-0.118214607,0.03224493
THRB,-0.118241679,0.10163501
FRMPD2,-0.11824525,0.067783505
SLFN12,-0.118249774,0.454301546
KRTAP5-4,-0.11825619,0.108591135
KLF14,-0.118273179,0.053806571
KRTAP19-8,-0.11829019,0.04843451
CEACAM7,-0.11829244,0.065521744
PERM1,-0.118308702,0.056546197
CST6,-0.118316571,0.055357299
CD2AP,-0.1183195,0.473798153
MUC1,-0.118336786,0.141716282
TLCD3B,-0.118337976,0.11973286
ZFPM2,-0.118347488,0.047006852
PRR25,-0.118349202,0.100421695
IGSF11,-0.11836131,0.063031391
CHST6,-0.118371786,0.089800429
ST8SIA5,-0.118376619,0.023944937
IL36RN,-0.118384095,0.073527303
LOC400968,-0.118397845,0.068469391
ESM1,-0.118454179,0.01860085
NTN5,-0.118483714,0.102352108
ZBTB1,-0.1184845,0.375724322
CENPN,-0.118487,0.230362156
HOXC5,-0.118497524,0.03347238
CD79B,-0.118532905,0.433068434
MRAP,-0.118536798,0.028639703
NCCRP1,-0.118568083,0.09111356
RAB26,-0.11858056,0.057072046
FBLL1,-0.118627857,0.031735386
OR8K3,-0.118654048,0.067777008
SCN3A,-0.118679333,0.256922652
MIR519A2,-0.11868581,0.078764578
SEPT5-GP1BB,-0.118687548,0.069593346
TMEM202,-0.118704202,0.015235402
KRT3,-0.11875425,0.020475422
RXFP3,-0.11877281,0.068656567
NOXA1,-0.118781798,0.021238164
FMO1,-0.118792488,0.021162464
ZP4,-0.118811143,0.070598873
NDUFA5,-0.118815083,0.419749008
COL4A1,-0.118817548,0.076051872
GAPDHS,-0.118880298,0.05445062
KRT40,-0.118904607,0.018927293
FAM172BP,-0.118911012,0.198135164
MTURN,-0.118927655,0.215829987
PROM2,-0.118944714,0.021809673
C8orf58,-0.11895419,0.038362503
CST4,-0.118958821,0.121291519
DLX5,-0.118988964,0.031561644
SHISA9,-0.119048417,0.044297189
MTRF1L,-0.11906944,0.049778783
SOCS1,-0.11908325,0.323565077
BMP1,-0.11911744,0.052652579
CFAP206,-0.11914156,0.008354651
RLBP1,-0.119158048,0.05747714
KCNS2,-0.119214952,0.050757387
KRT80,-0.119216357,0.038780365
MIR125A,-0.119264869,0.099951348
VWA5B1,-0.119293238,0.068296045
ATG12,-0.119307869,0.045348654
ZNF407-AS1,-0.119335536,0.219310606
EPPIN-WFDC6,-0.119339655,0.096392009
MZT2A,-0.119369214,0.084395676
THPO,-0.119378524,0.028797015
NYAP1,-0.119381524,0.032182184
RCHY1,-0.119388381,0.265915139
LINC00839,-0.119388964,0.080059476
TCF23,-0.119477381,0.048315162
C6orf58,-0.119480738,0.00995811
MIR23B,-0.119528179,0.06056196
CCDC24,-0.119547393,0.038173148
RTP2,-0.11955444,0.086641836
NSRP1,-0.119559655,0.208486266
ORM2,-0.119569821,0.248214634
MVB12A,-0.119584333,0.01922931
CLDN19,-0.119610857,0.108451563
IGFN1,-0.119651988,0.035834606
VLDLR-AS1,-0.119665774,0.061622541
MIGA1,-0.119682,0.133447784
OR5H15,-0.119682857,0.003240883
PRSS3,-0.119687548,0.065345035
KRT15,-0.11970106,0.053002784
OR7G2,-0.119742929,0.032348689
ABCB6,-0.11977094,0.048347889
FBXO27,-0.119791607,0.026102161
GPR39,-0.119851905,0.106279577
FAM83F,-0.119917214,0.063250073
GAMT,-0.119951333,0.020259524
KCNF1,-0.119969607,0.122482619
KIF20B,-0.119980405,0.491370118
FARP1,-0.120048417,0.01119428
OPRPN,-0.120056488,0.03606186
WNT3A,-0.120109417,0.080898518
PTH2,-0.120119476,0.112939646
GRM4,-0.12012925,0.06019656
NCAN,-0.120142417,0.049080732
ARK2C,-0.120184202,0.136615279
C1QTNF1,-0.120227131,0.090809289
PCGF5,-0.120241071,0.21963219
PCDH18,-0.120246179,0.004693489
EVPL,-0.120254988,0.038026849
CLDN1,-0.12029806,0.058012457
LOC55338,-0.120304952,0.122264135
ZFPM1,-0.12034156,0.035218951
EPB41L4B,-0.120350214,0.042592105
WSCD1,-0.120384131,0.03236817
OLFML2A,-0.120395774,0.096715991
CALCR,-0.120412726,0.049268839
C22orf15,-0.12046506,0.05182233
SYP,-0.120470702,0.051907836
FAM107A,-0.120489024,0.045043766
ELOB,-0.120523333,0.091133974
HGH1,-0.120574893,0.020400412
MMEL1,-0.120579476,0.042571984
CALML5,-0.120591583,0.051743178
AFAP1L1,-0.120599048,0.033823016
ARHGAP40,-0.120600036,0.039160465
TEX29,-0.120613881,0.08058713
TMEM72,-0.12063069,0.11631371
RCN1,-0.120720345,0.378272275
LDHC,-0.120743202,0.024659395
CTDNEP1,-0.120795631,0.049344511
ORM1,-0.120825786,0.703934869
LIMS2,-0.120847202,0.050935728
TBX5,-0.120863,0.039115443
C1D,-0.120887667,0.251958233
TIMM23B,-0.120910333,0.245100844
F13B,-0.120920929,0.012907093
NSA2,-0.120953357,0.615507323
HOXB6,-0.120962548,0.102903119
CLEC11A,-0.120963964,0.016979992
RHBDD3,-0.12096406,0.052483401
ALDH5A1,-0.120966036,0.472350586
MRPL41,-0.120969857,0.031202068
SOWAHA,-0.12098775,0.030078628
ERC2-IT1,-0.120989405,0.031043524
LOC57399,-0.12100581,0.007177997
DGAT2L6,-0.121024393,0.02853332
PLAA,-0.121037881,0.038337363
CCDC85C,-0.121050333,0.06956451
CSNK1A1L,-0.121081786,0.162189376
PHYHD1,-0.121132071,0.06098288
ETV1,-0.121134048,0.024528275
SMAD6,-0.12115319,0.022087082
PRR22,-0.121172833,0.043443494
TAAR8,-0.121181774,0.010322692
CHST7,-0.12119375,0.037442969
CLEC4A,-0.121205024,0.367612635
GRIA4,-0.12121294,0.038117968
SCARNA14,-0.121215012,0.076723383
BLNK,-0.12124725,0.451385964
SLC6A11,-0.12128569,0.023132848
GLOD5,-0.121292702,0.099153483
CCN2,-0.121292881,0.038371197
RAG1,-0.121358131,0.034721042
MIR107,-0.121360083,0.104849042
EGFR,-0.121364131,0.035759983
MTMR7,-0.121365524,0.012689472
IGFBP7,-0.121385869,0.228761454
CCNE1,-0.121390262,0.037048918
RP1L1,-0.121408988,0.042468815
PTGES,-0.12141275,0.089343023
DKKL1,-0.121415893,0.044912375
R3HDML,-0.121443643,0.032562152
FBLN2,-0.121486131,0.044981012
PNCK,-0.121491357,0.042434606
LINC00469,-0.121497952,0.05636429
EVC,-0.121501952,0.027703174
ALKAL1,-0.121553679,0.045360847
IL12B,-0.121573667,0.042067997
MRGPRG-AS1,-0.121581524,0.067435147
MAP3K5,-0.121582976,0.186291513
LPO,-0.121583726,0.076258454
PALM,-0.121589571,0.008145665
PTPRD,-0.121603512,0.018799159
SPECC1,-0.121652952,0.258496574
CDCA7,-0.121658952,0.144476148
LINC00242,-0.12169756,0.031910345
KCNB2,-0.121708976,0.088435168
TMIGD1,-0.121723833,0.03392263
ANKRD33,-0.121728881,0.069483052
ATP4B,-0.121795131,0.04691935
FAM90A27P,-0.121825619,0.168905943
LINC00114,-0.121828786,0.051964591
ZNF516-DT,-0.121831929,0.060336283
PLA2G2D,-0.121857286,0.035281329
MBNL3,-0.121869643,0.426533941
KLK5,-0.121919679,0.121543578
WFDC2,-0.12192106,0.090708594
CCDC154,-0.121937786,0.057583492
PCDH17,-0.121967595,0.076050979
RHBDL1,-0.121990357,0.056130252
FERD3L,-0.122022179,0.048570093
EIF4E,-0.122088107,0.073627945
MUC17,-0.12209619,0.038369939
RSPO2,-0.122101857,0.084376744
NPAS4,-0.122141262,0.105313595
LDB3,-0.122152571,0.072161327
FAM181A,-0.122173607,0.038605365
LAYN,-0.122220643,0.058319195
MIR33A,-0.122225488,0.184970952
USP16,-0.122243321,0.444746745
SNX22,-0.122246381,0.10737745
AKAP5,-0.122276607,0.144299759
HIPK4,-0.122280952,0.081231512
UROD,-0.12228194,0.26426502
OR14I1,-0.122290095,0.12377551
NTSR1,-0.122297714,0.245268514
EGLN1,-0.122317619,0.226187041
TMEM9B,-0.12233681,0.166306565
SLC22A10,-0.122354321,0.011692901
LBX1,-0.122407155,0.049869724
KLK9,-0.122425786,0.088637158
SLC28A1,-0.122493583,0.062476929
MIR181B1,-0.12249525,0.363203434
B4GALNT1,-0.122525333,0.0654462
ANTXR1,-0.122547405,0.045985072
JCAD,-0.122547607,0.012758076
CNTN6,-0.122587881,0.018157562
CRB1,-0.12261356,0.029336645
PPP1R9A,-0.122631464,0.077118372
B3GALT6,-0.122638548,0.0125353
SMC3,-0.122653143,0.293035329
ACSBG1,-0.122667762,0.03740163
CCDC85A,-0.122681548,0.043329569
SCGB1A1,-0.122688512,0.086869373
KCTD9,-0.122770845,0.014490405
UNC93A,-0.12280425,0.041451852
RNF215,-0.122817821,0.024988876
C21orf58,-0.122845179,0.084743667
SYNM,-0.122884917,0.035864133
DEFB136,-0.122887274,0.035997527
ZFHX2,-0.12290775,0.022042403
RASGEF1C,-0.122950321,0.038550505
PIKFYVE,-0.122954976,0.027476664
GPSM1,-0.122971726,0.040055391
ZNHIT2,-0.122995214,0.037712939
C3orf38,-0.123043548,0.257784017
CCR3,-0.123050548,0.497853395
ACTL7B,-0.123144012,0.055923251
MIR181C,-0.123172905,0.11750428
C5orf64,-0.123211155,0.030956655
LOC100506557,-0.123214143,0.027058397
MIR208A,-0.123247476,0.059579468
CDHR2,-0.123255631,0.064599829
AMOTL2,-0.123292821,0.049746181
TLX2,-0.123294988,0.093805728
HDDC2,-0.123295238,0.392362856
TNFRSF17,-0.123296179,0.298107233
ATP2B3,-0.123315214,0.046977282
ROCK2,-0.123344155,0.143501478
POU2AF1,-0.123348071,0.111551896
HOXB9,-0.123355345,0.065674004
NUTM1,-0.123370131,0.058901673
MIR503HG,-0.123375083,0.045992568
PP14571,-0.123423869,0.102183054
NCK1,-0.123431571,0.158920292
BRD3OS,-0.123434738,0.033230723
LMNTD2,-0.123502881,0.026815158
MOGAT1,-0.123522179,0.026247588
MAPT-AS1,-0.123577798,0.060271033
CERS1,-0.123613464,0.062231257
MLN,-0.123687524,0.047027776
HNRNPK,-0.123690476,0.018583251
OR6K2,-0.123698821,0.060465768
MMP11,-0.123735452,0.041280491
LUC7L3,-0.123750714,0.269389383
ATAD2,-0.12376231,0.157119115
RHPN2,-0.123763226,0.136429676
COPRS,-0.123784536,0.015706329
LOC439938,-0.123804048,0.08716347
NACC2,-0.123823679,0.147445659
KIAA2012,-0.123826464,0.119934562
CENPJ,-0.123833417,0.038248396
GTSF1L,-0.123861583,0.029244375
COL12A1,-0.123890298,0.013999855
LOC101928953,-0.123924321,0.055826683
CCDC15,-0.123926952,0.397649321
LMAN1L,-0.123939798,0.054057109
DDI1,-0.123969238,0.038214332
UGT2B28,-0.123998833,0.08454392
LINC00315,-0.124022976,0.023472191
LRRC52,-0.124035024,0.101466534
TDRD6,-0.124052131,0.004947421
DNAH2,-0.124063524,0.022129856
THSD1,-0.124072857,0.02558029
FA2H,-0.12410144,0.02893894
RSU1,-0.124113929,0.185436102
FOXL2,-0.124200762,0.059843524
OTOS,-0.124209298,0.054339812
LINC01164,-0.124219881,0.033724231
TPBG,-0.124229631,0.053011704
PLA2G3,-0.124275071,0.051330592
UNC13C,-0.124276381,0.013056192
BDKRB1,-0.12428719,0.074271974
HPCA,-0.124370619,0.059314762
CTAG1A,-0.124373083,0.034999163
KLK1,-0.124396905,0.049607866
BOLA1,-0.124401155,0.011494013
CPLX3,-0.124415345,0.051937362
NKD2,-0.124444262,0.058677904
LINC00898,-0.124452857,0.057260981
MYO7A,-0.124470976,0.02561366
MADCAM1,-0.124474702,0.126652131
MORN5,-0.124502262,0.087208097
PLCD3,-0.124566512,0.018821497
VSTM2B,-0.124581262,0.030772801
LCT,-0.124610536,0.027187316
SOD3,-0.124644714,0.061947296
MXRA5,-0.124651214,0.07950306
CNGA3,-0.124673774,0.057444199
TMPRSS13,-0.124678167,0.018948528
PADI6,-0.124687119,0.021874081
AZIN1,-0.124698429,0.146268035
PALMD,-0.124741548,0.008576169
DAB2IP,-0.124744476,0.042431389
TMEM64,-0.124755286,0.02107637
ZNF425,-0.124772762,0.010049447
RHOT1,-0.124788048,0.150388904
DGCR5,-0.124792393,0.013674781
PPP2R2C,-0.124804214,0.054879445
HECW1,-0.124830012,0.019081719
FJX1,-0.124834571,0.038389542
LYPD1,-0.124844929,0.055510909
CADPS,-0.124854071,0.048576471
KRT78,-0.124863988,0.036055353
MAP2K2,-0.124908333,0.040772495
TTBK1,-0.124920893,0.023488401
C2orf88,-0.124925845,0.189534059
GSTTP2,-0.124943869,0.119289024
SATB2-AS1,-0.124949333,0.101018373
PRR23B,-0.124949381,0.038709757
MECOM,-0.125,0.075349731
CHRNA1,-0.12500025,0.015480383
GAP43,-0.125012988,0.073727952
RNF222,-0.125035702,0.038811435
IQCJ-SCHIP1,-0.12504844,0.005324152
POU5F1P3,-0.125065119,0.038958528
MIR509-3,-0.125072821,0.00323598
HNF4A,-0.125073405,0.034125676
CCN1,-0.125076155,0.047986672
TPSB2,-0.12512869,0.029861349
CIB4,-0.125159595,0.009725278
TRIM60,-0.125173988,0.062153218
MED30,-0.125184464,0.036412447
PPBPP2,-0.125194131,0.02558881
NUDT18,-0.125215202,0.037982555
LOC101928841,-0.125229107,0.051202866
ZSCAN5B,-0.125243964,0.117739444
DMRTB1,-0.125244298,0.060404452
IGFBP6,-0.125277262,0.026115343
TELO2,-0.125339952,0.058086104
HAS1,-0.125345738,0.04505594
LINC02897,-0.12536425,0.088018205
TLL1,-0.12537525,0.033235867
ARC,-0.125409238,0.040856173
SNAP25,-0.125418667,0.055142034
TEKTIP1,-0.125475262,0.066669598
SYNC,-0.125505845,0.018201411
DSG4,-0.125542702,0.023022366
AADACL3,-0.125543369,0.051656669
SKCG-1,-0.125562714,0.018442899
PGR,-0.125594131,0.031965779
PLD5,-0.125595262,0.02357963
GRIK2,-0.125608798,0.039869313
NUDC,-0.125610095,0.022204845
SYN2,-0.125614286,0.086476927
USP29,-0.125654381,0.037529584
COLEC10,-0.12569856,0.077536916
HORMAD2,-0.125774357,0.037804425
SPC24,-0.125774952,0.018284733
GCM2,-0.125795143,0.059386444
ANXA5,-0.125810119,0.300849668
PPM1H,-0.125818702,0.09337935
ST8SIA2,-0.12583044,0.096619709
FBN3,-0.125832821,0.052247974
SSC5D,-0.125841964,0.037675034
VSIG8,-0.125860726,0.023633575
FKBP2,-0.12588044,0.007128397
IFNA5,-0.125885333,0.050423201
EMC4,-0.125888476,0.167035562
WFDC1,-0.12590519,0.049671226
RBP5,-0.125909905,0.045222243
YBEY,-0.125940179,0.063724012
ZAN,-0.125966845,0.029424616
TXNRD2,-0.125969833,0.174070354
SMIM8,-0.125995131,0.276239139
REP15,-0.126003905,0.007693002
THSD4,-0.126025286,0.038436593
MAPK11,-0.126056583,0.016163824
TPD52,-0.126070714,0.273988141
IL9,-0.126098631,0.030787503
SKAP2,-0.12610631,0.347054278
MIR105-2,-0.126124393,0.108215514
MRPL11,-0.126129036,0.018663901
TINAGL1,-0.126129119,0.064980369
MRPS34,-0.126161274,0.008222365
PLAC8,-0.126215095,0.427333881
EN1,-0.126243357,0.035541644
LARP6,-0.126271405,0.021106412
COL25A1,-0.126316345,0.051005312
MYOM2,-0.12631975,0.146064259
ESPL1,-0.126361131,0.037041484
RRAGD,-0.126364619,0.398099688
GGH,-0.126383679,0.039881596
PAGE2,-0.126398095,0.103048031
FOLH1B,-0.126399488,0.008832869
RAB38,-0.126401821,0.053212473
FAM170B,-0.126438619,0.102597336
GAS2L2,-0.126457821,0.04405653
DDX43,-0.12648744,0.067522142
ALPP,-0.126532036,0.030412637
COQ10B,-0.126533048,0.058818342
DCDC2,-0.126544762,0.026499223
CLCNKB,-0.126551976,0.050926681
IRX3,-0.126644905,0.1093534
RPS15A,-0.126646786,0.516326184
CRYBA2,-0.126672988,0.03561262
PHLDB3,-0.126717774,0.006980465
SLC35G4,-0.126727476,0.042936757
OR11A1,-0.126735702,0.031798304
RECQL,-0.1267545,0.285733372
SLC25A39,-0.12677881,0.182890415
TMEM266,-0.126790024,0.023083313
HES6,-0.126800571,0.063831101
HOXA5,-0.126823048,0.074600217
MYOD1,-0.126829726,0.056099187
LINC00303,-0.126831238,0.029123276
SRRM4,-0.126845155,0.039513965
BSPRY,-0.126846714,0.032173449
OVOL1,-0.126857357,0.036524362
TNNI1,-0.126889238,0.055350444
TREX2,-0.126893369,0.056418735
PAM,-0.126966524,0.524327578
BEX2,-0.126989488,0.067132458
SLC38A8,-0.127016393,0.071802229
SLC6A13,-0.127022512,0.100242233
CDRT15P2,-0.127062655,0.049943755
CIB2,-0.127099012,0.007242759
KCNJ4,-0.127099298,0.051706406
ADORA1,-0.127112381,0.050049969
TMEM190,-0.127118786,0.035085009
SLU7,-0.127125726,0.223040281
AQP4-AS1,-0.127142488,0.118103947
HFM1,-0.127150321,0.019097644
TMEM167A,-0.1271585,0.219967556
MMP15,-0.127164024,0.021850466
TAAR3P,-0.127168119,0.062225748
SLC5A2,-0.127199929,0.012350406
SEMG2,-0.127219488,0.04570702
OR1K1,-0.127239952,0.092323454
SLC18A3,-0.127244369,0.017010492
HOXA10,-0.12725644,0.040320757
ARHGEF26,-0.127277905,0.005729397
COL9A2,-0.127296679,0.085005869
ARMC12,-0.127340726,0.035788346
LOC81691,-0.127372369,0.052202299
SLC9A5,-0.127383345,0.043711436
ESPNL,-0.127398512,0.034571646
ADAMTS7,-0.127402702,0.075737525
